3	45	2	0	1	0	13	1	2	0	1
4	7	3	0	1	3	6	1	3	0	1
15	46	4	0	12	6	49	1	4	0	2
4	0	2	0	1	3	0	1	2	0	1
43	38	5	0	25	5	2	2	5	0	8
6	21	6	0	4	0	59	2	6	0	2
123	13	1	0	4	0	2	1	0	0	80
90	75	102	0	29	1	8	18	60	0	32
13	50	2	0	9	5	29	1	2	0	2
4	11	3	0	2	3	10	1	3	0	1
32	144	2	0	31	0	21	1	2	0	5
46	153	0	0	41	0	23	0	0	0	6
5	17	4	0	3	1	10	1	4	0	2
49	176	2	0	42	20	23	0	2	0	1
